ano,indicador,casos,codigo_ibge
2023,taxaChikungunya,11,2604007
2023,taxaChikungunya,361,2604106
2023,taxaChikungunya,31,2604304
2023,taxaChikungunya,2,2604403
2023,taxaChikungunya,7,2604502
2023,taxaChikungunya,6,2604601
2023,taxaChikungunya,1,2604809
2023,taxaChikungunya,74,2605004
2023,taxaChikungunya,148,2605103
2023,taxaChikungunya,50,2605152
2023,taxaChikungunya,9,2605202
2023,taxaChikungunya,14,2605301
2023,taxaChikungunya,43,2605459
2023,taxaChikungunya,7,2605509
2023,taxaChikungunya,3,2605608
2023,taxaChikungunya,7,2605707
2023,taxaChikungunya,48,2605905
2023,taxaChikungunya,45,2606002
2023,taxaChikungunya,64,2606200
2023,taxaChikungunya,61,2606309
2023,taxaChikungunya,409,2606408
2023,taxaChikungunya,3,2606606
2023,taxaChikungunya,34,2606804
2023,taxaChikungunya,5,2606903
2023,taxaChikungunya,14,2607000
2023,taxaChikungunya,1,2607109
2023,taxaChikungunya,235,2607208
2023,taxaChikungunya,10,2607307
2023,taxaChikungunya,18,2607406
2023,taxaChikungunya,5,2607505
2023,taxaChikungunya,21,2607604
2023,taxaChikungunya,1,2607653
2023,taxaChikungunya,1,2607703
2023,taxaChikungunya,6,2607752
2023,taxaChikungunya,111,2607802
2023,taxaChikungunya,354,2607901
2023,taxaChikungunya,77,2608008
2023,taxaChikungunya,1,2608206
2023,taxaChikungunya,1,2608255
2023,taxaChikungunya,7,2608404
2023,taxaChikungunya,2,2608453
2023,taxaChikungunya,2,2608503
2023,taxaChikungunya,2,2608602
2023,taxaChikungunya,12,2608750
2023,taxaChikungunya,6,2608800
2023,taxaChikungunya,40,2608909
2023,taxaChikungunya,59,2609006
2023,taxaChikungunya,8,2609154
2023,taxaChikungunya,3,2609204
2023,taxaChikungunya,15,2609303
2023,taxaChikungunya,20,2609402
2023,taxaChikungunya,5,2609501
2023,taxaChikungunya,262,2609600
2023,taxaChikungunya,1,2609709
2023,taxaChikungunya,15,2609808
2023,taxaChikungunya,22,2609907
2023,taxaChikungunya,11,2610004
2023,taxaChikungunya,18,2610400
2023,taxaChikungunya,2,2610509
2023,taxaChikungunya,26,2610608
2023,taxaChikungunya,855,2610707
2023,taxaChikungunya,6,2610806
2023,taxaChikungunya,4,2610905
2023,taxaChikungunya,1,2611002
2023,taxaChikungunya,145,2611101
2023,taxaChikungunya,68,2611507
2023,taxaChikungunya,3,2611533
2023,taxaChikungunya,1504,2611606
2023,taxaChikungunya,12,2611705
2023,taxaChikungunya,6,2611804
2023,taxaChikungunya,6,2611903
2023,taxaChikungunya,1,2612109
2023,taxaChikungunya,50,2612208
2023,taxaChikungunya,12,2612406
2023,taxaChikungunya,6,2612455
2023,taxaChikungunya,1,2612471
2023,taxaChikungunya,317,2612505
2023,taxaChikungunya,5,2612554
2023,taxaChikungunya,7,2612604
2023,taxaChikungunya,9,2613008
2023,taxaChikungunya,8,2613107
2023,taxaChikungunya,9,2613206
2023,taxaChikungunya,2,2613305
2023,taxaChikungunya,3,2613404
2023,taxaChikungunya,30,2613503
2023,taxaChikungunya,1,2613602
2023,taxaChikungunya,24,2613701
2023,taxaChikungunya,86,2613800
2023,taxaChikungunya,23,2613909
2023,taxaChikungunya,12,2614006
2023,taxaChikungunya,6,2614105
2023,taxaChikungunya,2,2614204
2023,taxaChikungunya,15,2614303
2023,taxaChikungunya,2,2614402
2023,taxaChikungunya,2,2614501
2023,taxaChikungunya,3,2614600
2023,taxaChikungunya,7,2614709
2023,taxaChikungunya,1,2614808
2023,taxaChikungunya,2,2614857
2023,taxaChikungunya,2,2615003
2023,taxaChikungunya,2,2615102
2023,taxaChikungunya,59,2615201
2023,taxaChikungunya,116,2615300
2023,taxaChikungunya,1,2615409
2023,taxaChikungunya,14,2615508
2023,taxaChikungunya,11,2615607
2023,taxaChikungunya,7,2615805
2023,taxaChikungunya,1,2615904
2023,taxaChikungunya,3,2616001
2023,taxaChikungunya,5,2616100
2023,taxaChikungunya,2,2616183
2023,taxaChikungunya,4,2616209
2023,taxaChikungunya,3,2616308
2023,taxaChikungunya,38,2616407
2024,taxaChikungunya,93,2600054
2024,taxaChikungunya,7,2600104
2024,taxaChikungunya,19,2600203
2024,taxaChikungunya,29,2600302
2024,taxaChikungunya,7,2600401
2024,taxaChikungunya,1,2600500
2024,taxaChikungunya,9,2600609
2024,taxaChikungunya,178,2600708
2024,taxaChikungunya,3,2600807
2024,taxaChikungunya,80,2600906
2024,taxaChikungunya,7,2601052
2024,taxaChikungunya,329,2601102
2024,taxaChikungunya,7,2601201
2024,taxaChikungunya,36,2601300
2024,taxaChikungunya,18,2601409
2024,taxaChikungunya,8,2601508
2024,taxaChikungunya,180,2601607
2024,taxaChikungunya,3,2601706
2024,taxaChikungunya,96,2601904
2024,taxaChikungunya,2,2602001
2024,taxaChikungunya,3,2602100
2024,taxaChikungunya,12,2602209
2024,taxaChikungunya,9,2602308
2024,taxaChikungunya,1,2602506
2024,taxaChikungunya,27,2602605
2024,taxaChikungunya,54,2602803
2024,taxaChikungunya,395,2602902
2024,taxaChikungunya,73,2603009
2024,taxaChikungunya,19,2603108
2024,taxaChikungunya,3,2603306
2024,taxaChikungunya,1,2603405
2024,taxaChikungunya,117,2603454
2024,taxaChikungunya,3,2603504
2024,taxaChikungunya,47,2603603
2024,taxaChikungunya,19,2603702
2024,taxaChikungunya,1,2603801
2024,taxaChikungunya,4,2603900
2024,taxaChikungunya,5,2603926
2024,taxaChikungunya,11,2604007
2024,taxaChikungunya,1284,2604106
2024,taxaChikungunya,2,2604155
2024,taxaChikungunya,15,2604205
2024,taxaChikungunya,20,2604304
2024,taxaChikungunya,70,2604403
2024,taxaChikungunya,7,2604502
2024,taxaChikungunya,258,2604601
2024,taxaChikungunya,1,2604700
2024,taxaChikungunya,1,2604809
2024,taxaChikungunya,6,2604908
2024,taxaChikungunya,13,2605004
2024,taxaChikungunya,26,2605103
2024,taxaChikungunya,21,2605152
2024,taxaChikungunya,10,2605202
2024,taxaChikungunya,36,2605301
2024,taxaChikungunya,4,2605400
2024,taxaChikungunya,16,2605459
2024,taxaChikungunya,77,2605509
2024,taxaChikungunya,3,2605608
2024,taxaChikungunya,10,2605707
2024,taxaChikungunya,3,2605806
2024,taxaChikungunya,443,2605905
2024,taxaChikungunya,310,2606002
2024,taxaChikungunya,4,2606101
2024,taxaChikungunya,601,2606200
2024,taxaChikungunya,39,2606309
2024,taxaChikungunya,516,2606408
2024,taxaChikungunya,5,2606507
2024,taxaChikungunya,58,2606804
2024,taxaChikungunya,3,2606903
2024,taxaChikungunya,11,2607000
2024,taxaChikungunya,530,2607208
2024,taxaChikungunya,3,2607307
2024,taxaChikungunya,22,2607406
2024,taxaChikungunya,30,2607604
2024,taxaChikungunya,22,2607653
2024,taxaChikungunya,2,2607703
2024,taxaChikungunya,9,2607752
2024,taxaChikungunya,337,2607802
2024,taxaChikungunya,279,2607901
2024,taxaChikungunya,3,2607950
2024,taxaChikungunya,52,2608008
2024,taxaChikungunya,15,2608057
2024,taxaChikungunya,15,2608107
2024,taxaChikungunya,16,2608206
2024,taxaChikungunya,9,2608255
2024,taxaChikungunya,2,2608305
2024,taxaChikungunya,17,2608404
2024,taxaChikungunya,1,2608503
2024,taxaChikungunya,22,2608602
2024,taxaChikungunya,2,2608701
2024,taxaChikungunya,41,2608750
2024,taxaChikungunya,8,2608800
2024,taxaChikungunya,87,2608909
2024,taxaChikungunya,94,2609006
2024,taxaChikungunya,26,2609105
2024,taxaChikungunya,4,2609154
2024,taxaChikungunya,2,2609204
2024,taxaChikungunya,132,2609303
2024,taxaChikungunya,191,2609402
2024,taxaChikungunya,9,2609501
2024,taxaChikungunya,251,2609600
2024,taxaChikungunya,6,2609709
2024,taxaChikungunya,6,2609808
2024,taxaChikungunya,21,2609907
2024,taxaChikungunya,57,2610004
2024,taxaChikungunya,9,2610202
2024,taxaChikungunya,1,2610301
2024,taxaChikungunya,200,2610400
2024,taxaChikungunya,31,2610509
2024,taxaChikungunya,28,2610608
2024,taxaChikungunya,1134,2610707
2024,taxaChikungunya,16,2610806
2024,taxaChikungunya,10,2610905
2024,taxaChikungunya,3,2611002
2024,taxaChikungunya,310,2611101
2024,taxaChikungunya,5,2611309
2024,taxaChikungunya,2,2611408
2024,taxaChikungunya,236,2611507
2024,taxaChikungunya,1,2611533
2024,taxaChikungunya,2490,2611606
2024,taxaChikungunya,19,2611705
2024,taxaChikungunya,4,2611804
2024,taxaChikungunya,250,2611903
2024,taxaChikungunya,1,2612000
2024,taxaChikungunya,5,2612109
2024,taxaChikungunya,423,2612208
2024,taxaChikungunya,3,2612307
2024,taxaChikungunya,15,2612406
2024,taxaChikungunya,12,2612455
2024,taxaChikungunya,161,2612505
2024,taxaChikungunya,9,2612554
2024,taxaChikungunya,6,2612604
2024,taxaChikungunya,1,2612703
2024,taxaChikungunya,1,2612802
2024,taxaChikungunya,26,2612901
2024,taxaChikungunya,34,2613008
2024,taxaChikungunya,88,2613107
2024,taxaChikungunya,83,2613206
2024,taxaChikungunya,9,2613305
2024,taxaChikungunya,16,2613404
2024,taxaChikungunya,8,2613503
2024,taxaChikungunya,1,2613602
2024,taxaChikungunya,72,2613701
2024,taxaChikungunya,322,2613800
2024,taxaChikungunya,21,2613909
2024,taxaChikungunya,161,2614006
2024,taxaChikungunya,10,2614105
2024,taxaChikungunya,44,2614204
2024,taxaChikungunya,5,2614303
2024,taxaChikungunya,3,2614501
2024,taxaChikungunya,8,2614600
2024,taxaChikungunya,8,2614808
2024,taxaChikungunya,4,2614857
2024,taxaChikungunya,4,2615003
2024,taxaChikungunya,2,2615102
2024,taxaChikungunya,267,2615201
2024,taxaChikungunya,665,2615300
2024,taxaChikungunya,5,2615409
2024,taxaChikungunya,2,2615607
2024,taxaChikungunya,2,2615706
2024,taxaChikungunya,7,2615805
2024,taxaChikungunya,1,2615904
2024,taxaChikungunya,1,2616001
2024,taxaChikungunya,19,2616100
2024,taxaChikungunya,4,2616308
2024,taxaChikungunya,83,2616407
2024,taxaChikungunya,3,2616506
