codigo_ibge,ano,deficitAgua,deficitEsgoto,deficitResiduos
2608255,2023,56.61,,
2608305,2015,82.27,,
2608305,2016,83.6,,
2608305,2017,83.53999999999999,,
2608305,2018,84.21000000000001,,
2608305,2019,84.41,,
2608305,2020,84.57,,
2608305,2021,84.39,,
2608305,2022,84.53,,
2608305,2023,87.38,,
2608404,2015,14.310000000000002,,
2608404,2016,11.97,,
2608404,2017,10.78,,
2608404,2018,8.950000000000003,,
2608404,2019,0.480000000000004,,
2608404,2020,0.0,0.0,
2608404,2021,0.0,,
2608404,2022,0.0,74.08,
2608404,2023,18.659999999999997,,
2608453,2015,47.85,,
2608453,2016,45.87,,
2608453,2017,40.4,,
2608453,2018,36.11,,
2608453,2019,34.43000000000001,,
2608453,2020,34.92,,
2608453,2021,35.099999999999994,,
2608453,2022,33.480000000000004,,
2608453,2023,47.22,,
2608503,2015,20.94,,
2608503,2016,19.22,,
2608503,2017,18.480000000000004,,
2608503,2018,18.42,,
2608503,2019,18.27,,
2608503,2020,17.909999999999997,,
2608503,2021,17.709999999999994,,
2608503,2022,8.930000000000007,,
2608503,2023,26.930000000000007,,
2608602,2015,46.74,,
2608602,2016,46.03,,
2608602,2017,44.94,,
2608602,2018,43.7,,
2608602,2019,43.45,,
2608602,2020,42.35,,
2608602,2021,41.8,,
2608602,2022,34.099999999999994,,
2608602,2023,45.37,,
2608701,2015,39.27,,
2608701,2016,38.6,,
2608701,2017,37.73,,
2608701,2018,36.97,,
2608701,2019,34.97,,
2608701,2020,33.33,0.0,
2608701,2021,32.11,0.0,
2608701,2022,20.15000000000001,0.0,
2608701,2023,30.480000000000004,,
2608750,2015,39.82,0.0,
2608750,2016,40.06,0.0,
2608750,2017,39.21,0.0,
2608750,2018,38.93,0.0,
2608750,2019,39.11,0.0,
2608750,2020,38.38,0.0,
2608750,2021,36.09,0.0,
2608750,2022,29.700000000000003,0.0,
2608750,2023,40.81,,
2608800,2015,0.2399999999999948,,
2608800,2016,0.0,,
2608800,2017,0.0,,
2608800,2018,0.0,,
2608800,2019,0.0,,
2608800,2020,0.0,,
2608800,2021,0.0,,
2608800,2022,0.0,0.0,
2608800,2023,12.269999999999996,,
2608909,2015,22.81,,
2608909,2016,19.27,,
2608909,2017,14.060000000000002,,
2608909,2018,13.03,,
2608909,2019,11.879999999999995,,
2608909,2020,10.959999999999994,,
2608909,2021,9.989999999999997,,
2608909,2022,9.72,,
2608909,2023,26.17,,
