ano,codigo_ibge,municipio,populacao,mesorregiao_id,mesorregiao,pop_interpolada
2018,2602209,Bom Jardim,39132,2603,Agreste Pernambucano,False
2019,2602209,Bom Jardim,39184,2603,Agreste Pernambucano,False
2020,2602209,Bom Jardim,39983,2603,Agreste Pernambucano,False
2021,2602209,Bom Jardim,40038,2603,Agreste Pernambucano,False
2022,2602209,Bom Jardim,39785,2603,Agreste Pernambucano,True
2023,2602209,Bom Jardim,39531,2603,Agreste Pernambucano,True
2024,2602209,Bom Jardim,39278,2603,Agreste Pernambucano,False
2015,2602308,Bonito,38094,2603,Agreste Pernambucano,False
2016,2602308,Bonito,38069,2603,Agreste Pernambucano,False
2017,2602308,Bonito,38044,2603,Agreste Pernambucano,False
2018,2602308,Bonito,38152,2603,Agreste Pernambucano,False
2019,2602308,Bonito,38134,2603,Agreste Pernambucano,False
2020,2602308,Bonito,38117,2603,Agreste Pernambucano,False
2021,2602308,Bonito,38101,2603,Agreste Pernambucano,False
2022,2602308,Bonito,38455,2603,Agreste Pernambucano,True
2023,2602308,Bonito,38809,2603,Agreste Pernambucano,True
2024,2602308,Bonito,39163,2603,Agreste Pernambucano,False
2015,2602506,Brejinho,7464,2601,Sertão Pernambucano,False
2016,2602506,Brejinho,7464,2601,Sertão Pernambucano,False
2017,2602506,Brejinho,7465,2601,Sertão Pernambucano,False
2018,2602506,Brejinho,7486,2601,Sertão Pernambucano,False
2019,2602506,Brejinho,7487,2601,Sertão Pernambucano,False
2020,2602506,Brejinho,7488,2601,Sertão Pernambucano,False
2021,2602506,Brejinho,7489,2601,Sertão Pernambucano,False
2022,2602506,Brejinho,7663,2601,Sertão Pernambucano,True
2023,2602506,Brejinho,7836,2601,Sertão Pernambucano,True
2024,2602506,Brejinho,8010,2601,Sertão Pernambucano,False
2015,2602605,Brejo da Madre de Deus,49092,2603,Agreste Pernambucano,False
2016,2602605,Brejo da Madre de Deus,49624,2603,Agreste Pernambucano,False
2017,2602605,Brejo da Madre de Deus,50138,2603,Agreste Pernambucano,False
2018,2602605,Brejo da Madre de Deus,50249,2603,Agreste Pernambucano,False
2019,2602605,Brejo da Madre de Deus,50742,2603,Agreste Pernambucano,False
2020,2602605,Brejo da Madre de Deus,51225,2603,Agreste Pernambucano,False
2021,2602605,Brejo da Madre de Deus,51696,2603,Agreste Pernambucano,False
2022,2602605,Brejo da Madre de Deus,51500,2603,Agreste Pernambucano,True
2023,2602605,Brejo da Madre de Deus,51303,2603,Agreste Pernambucano,True
2024,2602605,Brejo da Madre de Deus,51107,2603,Agreste Pernambucano,False
2015,2602407,Brejão,8989,2603,Agreste Pernambucano,False
2016,2602407,Brejão,8980,2603,Agreste Pernambucano,False
2017,2602407,Brejão,8973,2603,Agreste Pernambucano,False
2018,2602407,Brejão,8999,2603,Agreste Pernambucano,False
2019,2602407,Brejão,8993,2603,Agreste Pernambucano,False
2020,2602407,Brejão,8987,2603,Agreste Pernambucano,False
2021,2602407,Brejão,8981,2603,Agreste Pernambucano,False
2022,2602407,Brejão,9120,2603,Agreste Pernambucano,True
2023,2602407,Brejão,9260,2603,Agreste Pernambucano,True
2024,2602407,Brejão,9399,2603,Agreste Pernambucano,False
2015,2602704,Buenos Aires,13012,2604,Mata Pernambucana,False
2016,2602704,Buenos Aires,13050,2604,Mata Pernambucana,False
2017,2602704,Buenos Aires,13085,2604,Mata Pernambucana,False
2018,2602704,Buenos Aires,13119,2604,Mata Pernambucana,False
2019,2602704,Buenos Aires,13155,2604,Mata Pernambucana,False
2020,2602704,Buenos Aires,13190,2604,Mata Pernambucana,False
2021,2602704,Buenos Aires,13224,2604,Mata Pernambucana,False
2022,2602704,Buenos Aires,13234,2604,Mata Pernambucana,True
2023,2602704,Buenos Aires,13244,2604,Mata Pernambucana,True
2024,2602704,Buenos Aires,13254,2604,Mata Pernambucana,False
2015,2602803,Buíque,56523,2603,Agreste Pernambucano,False
2016,2602803,Buíque,57120,2603,Agreste Pernambucano,False
2017,2602803,Buíque,57696,2603,Agreste Pernambucano,False
2018,2602803,Buíque,57825,2603,Agreste Pernambucano,False
2019,2602803,Buíque,58378,2603,Agreste Pernambucano,False
2020,2602803,Buíque,58919,2603,Agreste Pernambucano,False
2021,2602803,Buíque,59448,2603,Agreste Pernambucano,False
2022,2602803,Buíque,57774,2603,Agreste Pernambucano,True
2023,2602803,Buíque,56099,2603,Agreste Pernambucano,True
2024,2602803,Buíque,54425,2603,Agreste Pernambucano,False
2015,2602902,Cabo de Santo Agostinho,200546,2605,Metropolitana de Recife,False
2016,2602902,Cabo de Santo Agostinho,202636,2605,Metropolitana de Recife,False
2017,2602902,Cabo de Santo Agostinho,204653,2605,Metropolitana de Recife,False
2018,2602902,Cabo de Santo Agostinho,205112,2605,Metropolitana de Recife,False
2019,2602902,Cabo de Santo Agostinho,207048,2605,Metropolitana de Recife,False
2020,2602902,Cabo de Santo Agostinho,208944,2605,Metropolitana de Recife,False
2021,2602902,Cabo de Santo Agostinho,210796,2605,Metropolitana de Recife,False
2022,2602902,Cabo de Santo Agostinho,212854,2605,Metropolitana de Recife,True
2023,2602902,Cabo de Santo Agostinho,214911,2605,Metropolitana de Recife,True
2024,2602902,Cabo de Santo Agostinho,216969,2605,Metropolitana de Recife,False
2015,2603009,Cabrobó,33247,2602,São Francisco Pernambucano,False
2016,2603009,Cabrobó,33557,2602,São Francisco Pernambucano,False
2017,2603009,Cabrobó,33856,2602,São Francisco Pernambucano,False
2018,2603009,Cabrobó,33934,2602,São Francisco Pernambucano,False
2019,2603009,Cabrobó,34221,2602,São Francisco Pernambucano,False
2020,2603009,Cabrobó,34503,2602,São Francisco Pernambucano,False
2021,2603009,Cabrobó,34778,2602,São Francisco Pernambucano,False
2022,2603009,Cabrobó,33767,2602,São Francisco Pernambucano,True
2023,2603009,Cabrobó,32757,2602,São Francisco Pernambucano,True
2024,2603009,Cabrobó,31746,2602,São Francisco Pernambucano,False
2015,2603108,Cachoeirinha,19951,2603,Agreste Pernambucano,False
2016,2603108,Cachoeirinha,20082,2603,Agreste Pernambucano,False
2017,2603108,Cachoeirinha,20209,2603,Agreste Pernambucano,False
2018,2603108,Cachoeirinha,20258,2603,Agreste Pernambucano,False
2019,2603108,Cachoeirinha,20380,2603,Agreste Pernambucano,False
2020,2603108,Cachoeirinha,20501,2603,Agreste Pernambucano,False
2021,2603108,Cachoeirinha,20618,2603,Agreste Pernambucano,False
2022,2603108,Cachoeirinha,20616,2603,Agreste Pernambucano,True
2023,2603108,Cachoeirinha,20614,2603,Agreste Pernambucano,True
2024,2603108,Cachoeirinha,20612,2603,Agreste Pernambucano,False
2015,2603207,Caetés,28145,2603,Agreste Pernambucano,False
2016,2603207,Caetés,28326,2603,Agreste Pernambucano,False
2017,2603207,Caetés,28500,2603,Agreste Pernambucano,False
2018,2603207,Caetés,28570,2603,Agreste Pernambucano,False
2019,2603207,Caetés,28739,2603,Agreste Pernambucano,False
2020,2603207,Caetés,28904,2603,Agreste Pernambucano,False
2021,2603207,Caetés,29065,2603,Agreste Pernambucano,False
2022,2603207,Caetés,29524,2603,Agreste Pernambucano,True
2023,2603207,Caetés,29982,2603,Agreste Pernambucano,True
2024,2603207,Caetés,30441,2603,Agreste Pernambucano,False
2015,2603405,Calumbi,5745,2601,Sertão Pernambucano,False
2016,2603405,Calumbi,5741,2601,Sertão Pernambucano,False
2017,2603405,Calumbi,5736,2601,Sertão Pernambucano,False
2018,2603405,Calumbi,5753,2601,Sertão Pernambucano,False
2019,2603405,Calumbi,5750,2601,Sertão Pernambucano,False
2020,2603405,Calumbi,5747,2601,Sertão Pernambucano,False
2021,2603405,Calumbi,5744,2601,Sertão Pernambucano,False
2022,2603405,Calumbi,5618,2601,Sertão Pernambucano,True
2023,2603405,Calumbi,5493,2601,Sertão Pernambucano,True
2024,2603405,Calumbi,5367,2601,Sertão Pernambucano,False
2015,2603306,Calçado,11136,2603,Agreste Pernambucano,False
2016,2603306,Calçado,11094,2603,Agreste Pernambucano,False
2017,2603306,Calçado,11055,2603,Agreste Pernambucano,False
2018,2603306,Calçado,11089,2603,Agreste Pernambucano,False
2019,2603306,Calçado,11053,2603,Agreste Pernambucano,False
2020,2603306,Calçado,11018,2603,Agreste Pernambucano,False
2021,2603306,Calçado,10983,2603,Agreste Pernambucano,False
2022,2603306,Calçado,11137,2603,Agreste Pernambucano,True
2023,2603306,Calçado,11291,2603,Agreste Pernambucano,True
2024,2603306,Calçado,11445,2603,Agreste Pernambucano,False
2015,2603454,Camaragibe,154054,2605,Metropolitana de Recife,False
2016,2603454,Camaragibe,155228,2605,Metropolitana de Recife,False
2017,2603454,Camaragibe,156361,2605,Metropolitana de Recife,False
2018,2603454,Camaragibe,156736,2605,Metropolitana de Recife,False
2019,2603454,Camaragibe,157828,2605,Metropolitana de Recife,False
2020,2603454,Camaragibe,158899,2605,Metropolitana de Recife,False
2021,2603454,Camaragibe,159945,2605,Metropolitana de Recife,False
2022,2603454,Camaragibe,158554,2605,Metropolitana de Recife,True
2023,2603454,Camaragibe,157162,2605,Metropolitana de Recife,True
2024,2603454,Camaragibe,155771,2605,Metropolitana de Recife,False
2015,2603504,Camocim de São Félix,18292,2603,Agreste Pernambucano,False
2016,2603504,Camocim de São Félix,18440,2603,Agreste Pernambucano,False
2017,2603504,Camocim de São Félix,18583,2603,Agreste Pernambucano,False
2018,2603504,Camocim de São Félix,18627,2603,Agreste Pernambucano,False
2019,2603504,Camocim de São Félix,18765,2603,Agreste Pernambucano,False
2020,2603504,Camocim de São Félix,18900,2603,Agreste Pernambucano,False
2021,2603504,Camocim de São Félix,19032,2603,Agreste Pernambucano,False
2022,2603504,Camocim de São Félix,18685,2603,Agreste Pernambucano,True
2023,2603504,Camocim de São Félix,18338,2603,Agreste Pernambucano,True
2024,2603504,Camocim de São Félix,17991,2603,Agreste Pernambucano,False
2015,2603603,Camutanga,8450,2604,Mata Pernambucana,False
2016,2603603,Camutanga,8472,2604,Mata Pernambucana,False
2017,2603603,Camutanga,8493,2604,Mata Pernambucana,False
2018,2603603,Camutanga,8530,2604,Mata Pernambucana,False
2019,2603603,Camutanga,8551,2604,Mata Pernambucana,False
2020,2603603,Camutanga,8572,2604,Mata Pernambucana,False
2021,2603603,Camutanga,8592,2604,Mata Pernambucana,False
2022,2603603,Camutanga,8385,2604,Mata Pernambucana,True
2023,2603603,Camutanga,8179,2604,Mata Pernambucana,True
2024,2603603,Camutanga,7972,2604,Mata Pernambucana,False
2015,2603702,Canhotinho,24837,2603,Agreste Pernambucano,False
2016,2603702,Canhotinho,24799,2603,Agreste Pernambucano,False
2017,2603702,Canhotinho,24762,2603,Agreste Pernambucano,False
2018,2603702,Canhotinho,24835,2603,Agreste Pernambucano,False
2019,2603702,Canhotinho,24804,2603,Agreste Pernambucano,False
2020,2603702,Canhotinho,24773,2603,Agreste Pernambucano,False
2021,2603702,Canhotinho,24743,2603,Agreste Pernambucano,False
2022,2603702,Canhotinho,24859,2603,Agreste Pernambucano,True
2023,2603702,Canhotinho,24974,2603,Agreste Pernambucano,True
2024,2603702,Canhotinho,25090,2603,Agreste Pernambucano,False
2015,2603801,Capoeiras,19997,2603,Agreste Pernambucano,False
2016,2603801,Capoeiras,19994,2603,Agreste Pernambucano,False
2017,2603801,Capoeiras,19991,2603,Agreste Pernambucano,False
2018,2603801,Capoeiras,20048,2603,Agreste Pernambucano,False
2019,2603801,Capoeiras,20048,2603,Agreste Pernambucano,False
2020,2603801,Capoeiras,20048,2603,Agreste Pernambucano,False
2021,2603801,Capoeiras,20048,2603,Agreste Pernambucano,False
2022,2603801,Capoeiras,19662,2603,Agreste Pernambucano,True
2023,2603801,Capoeiras,19276,2603,Agreste Pernambucano,True
2024,2603801,Capoeiras,18890,2603,Agreste Pernambucano,False
2015,2603926,Carnaubeira da Penha,12603,2602,São Francisco Pernambucano,False
2016,2603926,Carnaubeira da Penha,12706,2602,São Francisco Pernambucano,False
2017,2603926,Carnaubeira da Penha,12805,2602,São Francisco Pernambucano,False
2018,2603926,Carnaubeira da Penha,12836,2602,São Francisco Pernambucano,False
2019,2603926,Carnaubeira da Penha,12932,2602,São Francisco Pernambucano,False
2020,2603926,Carnaubeira da Penha,13025,2602,São Francisco Pernambucano,False
2021,2603926,Carnaubeira da Penha,13117,2602,São Francisco Pernambucano,False
2022,2603926,Carnaubeira da Penha,12972,2602,São Francisco Pernambucano,True
2023,2603926,Carnaubeira da Penha,12827,2602,São Francisco Pernambucano,True
2024,2603926,Carnaubeira da Penha,12682,2602,São Francisco Pernambucano,False
2015,2603900,Carnaíba,19318,2601,Sertão Pernambucano,False
2016,2603900,Carnaíba,19380,2601,Sertão Pernambucano,False
2017,2603900,Carnaíba,19440,2601,Sertão Pernambucano,False
2018,2603900,Carnaíba,19491,2601,Sertão Pernambucano,False
2019,2603900,Carnaíba,19551,2601,Sertão Pernambucano,False
2020,2603900,Carnaíba,19609,2601,Sertão Pernambucano,False
2021,2603900,Carnaíba,19666,2601,Sertão Pernambucano,False
2022,2603900,Carnaíba,19615,2601,Sertão Pernambucano,True
2023,2603900,Carnaíba,19564,2601,Sertão Pernambucano,True
2024,2603900,Carnaíba,19513,2601,Sertão Pernambucano,False
2015,2604007,Carpina,81054,2604,Mata Pernambucana,False
2016,2604007,Carpina,81884,2604,Mata Pernambucana,False
2017,2604007,Carpina,82685,2604,Mata Pernambucana,False
2018,2604007,Carpina,82872,2604,Mata Pernambucana,False
2019,2604007,Carpina,83641,2604,Mata Pernambucana,False
2020,2604007,Carpina,84395,2604,Mata Pernambucana,False
2021,2604007,Carpina,85131,2604,Mata Pernambucana,False
2022,2604007,Carpina,84489,2604,Mata Pernambucana,True
2023,2604007,Carpina,83847,2604,Mata Pernambucana,True
2024,2604007,Carpina,83205,2604,Mata Pernambucana,False
2015,2604106,Caruaru,347088,2603,Agreste Pernambucano,False
2016,2604106,Caruaru,351686,2603,Agreste Pernambucano,False
2017,2604106,Caruaru,356128,2603,Agreste Pernambucano,False
2018,2604106,Caruaru,356872,2603,Agreste Pernambucano,False
2019,2604106,Caruaru,361118,2603,Agreste Pernambucano,False
2020,2604106,Caruaru,365278,2603,Agreste Pernambucano,False
2021,2604106,Caruaru,369343,2603,Agreste Pernambucano,False
2022,2604106,Caruaru,380325,2603,Agreste Pernambucano,True
2023,2604106,Caruaru,391308,2603,Agreste Pernambucano,True
2024,2604106,Caruaru,402290,2603,Agreste Pernambucano,False
2015,2604155,Casinhas,14219,2603,Agreste Pernambucano,False
2016,2604155,Casinhas,14247,2603,Agreste Pernambucano,False
2017,2604155,Casinhas,14274,2603,Agreste Pernambucano,False
2018,2604155,Casinhas,14313,2603,Agreste Pernambucano,False
2019,2604155,Casinhas,14341,2603,Agreste Pernambucano,False
2020,2604155,Casinhas,14368,2603,Agreste Pernambucano,False
2021,2604155,Casinhas,14395,2603,Agreste Pernambucano,False
2022,2604155,Casinhas,14093,2603,Agreste Pernambucano,True
2023,2604155,Casinhas,13791,2603,Agreste Pernambucano,True
2024,2604155,Casinhas,13489,2603,Agreste Pernambucano,False
2015,2604205,Catende,41369,2604,Mata Pernambucana,False
2016,2604205,Catende,41865,2604,Mata Pernambucana,False
2017,2604205,Catende,42343,2604,Mata Pernambucana,False
2018,2604205,Catende,42434,2604,Mata Pernambucana,False
2019,2604205,Catende,42892,2604,Mata Pernambucana,False
2020,2604205,Catende,43340,2604,Mata Pernambucana,False
2021,2604205,Catende,43778,2604,Mata Pernambucana,False
2022,2604205,Catende,40278,2604,Mata Pernambucana,True
2023,2604205,Catende,36779,2604,Mata Pernambucana,True
2024,2604205,Catende,33279,2604,Mata Pernambucana,False
2015,2604304,Cedro,11515,2601,Sertão Pernambucano,False
2016,2604304,Cedro,11607,2601,Sertão Pernambucano,False
2017,2604304,Cedro,11695,2601,Sertão Pernambucano,False
2018,2604304,Cedro,11722,2601,Sertão Pernambucano,False
2019,2604304,Cedro,11807,2601,Sertão Pernambucano,False
2020,2604304,Cedro,11891,2601,Sertão Pernambucano,False
2021,2604304,Cedro,11972,2601,Sertão Pernambucano,False
2022,2604304,Cedro,11596,2601,Sertão Pernambucano,True
2023,2604304,Cedro,11221,2601,Sertão Pernambucano,True
2024,2604304,Cedro,10845,2601,Sertão Pernambucano,False
2015,2604502,Chã Grande,21274,2604,Mata Pernambucana,False
2016,2604502,Chã Grande,21402,2604,Mata Pernambucana,False
2017,2604502,Chã Grande,21525,2604,Mata Pernambucana,False
2018,2604502,Chã Grande,21579,2604,Mata Pernambucana,False
2019,2604502,Chã Grande,21698,2604,Mata Pernambucana,False
2020,2604502,Chã Grande,21815,2604,Mata Pernambucana,False
2021,2604502,Chã Grande,21929,2604,Mata Pernambucana,False
2022,2604502,Chã Grande,21694,2604,Mata Pernambucana,True
2023,2604502,Chã Grande,21459,2604,Mata Pernambucana,True
2024,2604502,Chã Grande,21224,2604,Mata Pernambucana,False
2015,2604403,Chã de Alegria,13206,2604,Mata Pernambucana,False
2016,2604403,Chã de Alegria,13302,2604,Mata Pernambucana,False
2017,2604403,Chã de Alegria,13396,2604,Mata Pernambucana,False
2018,2604403,Chã de Alegria,13428,2604,Mata Pernambucana,False
2019,2604403,Chã de Alegria,13518,2604,Mata Pernambucana,False
2020,2604403,Chã de Alegria,13556,2604,Mata Pernambucana,False
2021,2604403,Chã de Alegria,13641,2604,Mata Pernambucana,False
2022,2604403,Chã de Alegria,13581,2604,Mata Pernambucana,True
2023,2604403,Chã de Alegria,13521,2604,Mata Pernambucana,True
2024,2604403,Chã de Alegria,13461,2604,Mata Pernambucana,False
2015,2604601,Condado,25823,2604,Mata Pernambucana,False
2016,2604601,Condado,26008,2604,Mata Pernambucana,False
2017,2604601,Condado,26186,2604,Mata Pernambucana,False
2018,2604601,Condado,26249,2604,Mata Pernambucana,False
2019,2604601,Condado,26421,2604,Mata Pernambucana,False
2020,2604601,Condado,26590,2604,Mata Pernambucana,False
2021,2604601,Condado,26755,2604,Mata Pernambucana,False
2022,2604601,Condado,26298,2604,Mata Pernambucana,True
2023,2604601,Condado,25840,2604,Mata Pernambucana,True
2024,2604601,Condado,25383,2604,Mata Pernambucana,False
2015,2604700,Correntes,17968,2603,Agreste Pernambucano,False
2016,2604700,Correntes,18033,2603,Agreste Pernambucano,False
2017,2604700,Correntes,18098,2603,Agreste Pernambucano,False
2018,2604700,Correntes,18144,2603,Agreste Pernambucano,False
2019,2604700,Correntes,18207,2603,Agreste Pernambucano,False
2020,2604700,Correntes,18268,2603,Agreste Pernambucano,False
2021,2604700,Correntes,18327,2603,Agreste Pernambucano,False
2022,2604700,Correntes,18105,2603,Agreste Pernambucano,True
2023,2604700,Correntes,17882,2603,Agreste Pernambucano,True
2024,2604700,Correntes,17660,2603,Agreste Pernambucano,False
2015,2604809,Cortês,12602,2604,Mata Pernambucana,False
2016,2604809,Cortês,12581,2604,Mata Pernambucana,False
2017,2604809,Cortês,12560,2604,Mata Pernambucana,False
2018,2604809,Cortês,12596,2604,Mata Pernambucana,False
2019,2604809,Cortês,12578,2604,Mata Pernambucana,False
2020,2604809,Cortês,12560,2604,Mata Pernambucana,False
2021,2604809,Cortês,12543,2604,Mata Pernambucana,False
2022,2604809,Cortês,11866,2604,Mata Pernambucana,True
2023,2604809,Cortês,11189,2604,Mata Pernambucana,True
2024,2604809,Cortês,10512,2604,Mata Pernambucana,False
2015,2604908,Cumaru,13132,2603,Agreste Pernambucano,False
2016,2604908,Cumaru,12332,2603,Agreste Pernambucano,False
2017,2604908,Cumaru,11559,2603,Agreste Pernambucano,False
2018,2604908,Cumaru,11635,2603,Agreste Pernambucano,False
2019,2604908,Cumaru,10906,2603,Agreste Pernambucano,False
2020,2604908,Cumaru,10192,2603,Agreste Pernambucano,False
2021,2604908,Cumaru,9494,2603,Agreste Pernambucano,False
2022,2604908,Cumaru,11747,2603,Agreste Pernambucano,True
2023,2604908,Cumaru,13999,2603,Agreste Pernambucano,True
2024,2604908,Cumaru,16252,2603,Agreste Pernambucano,False
2015,2605004,Cupira,23841,2603,Agreste Pernambucano,False
2016,2605004,Cupira,23909,2603,Agreste Pernambucano,False
2017,2605004,Cupira,23977,2603,Agreste Pernambucano,False
2018,2605004,Cupira,24041,2603,Agreste Pernambucano,False
2019,2605004,Cupira,24107,2603,Agreste Pernambucano,False
2020,2605004,Cupira,24173,2603,Agreste Pernambucano,False
2021,2605004,Cupira,24237,2603,Agreste Pernambucano,False
2022,2605004,Cupira,24258,2603,Agreste Pernambucano,True
2023,2605004,Cupira,24280,2603,Agreste Pernambucano,True
2024,2605004,Cupira,24301,2603,Agreste Pernambucano,False
2015,2605103,Custódia,36184,2601,Sertão Pernambucano,False
2016,2605103,Custódia,36474,2601,Sertão Pernambucano,False
2017,2605103,Custódia,36753,2601,Sertão Pernambucano,False
2018,2605103,Custódia,36841,2601,Sertão Pernambucano,False
2019,2605103,Custódia,37111,2601,Sertão Pernambucano,False
2020,2605103,Custódia,37375,2601,Sertão Pernambucano,False
2021,2605103,Custódia,37633,2601,Sertão Pernambucano,False
2022,2605103,Custódia,38223,2601,Sertão Pernambucano,True
2023,2605103,Custódia,38813,2601,Sertão Pernambucano,True
2024,2605103,Custódia,39403,2601,Sertão Pernambucano,False
2015,2605152,Dormentes,18321,2602,São Francisco Pernambucano,False
2016,2605152,Dormentes,18510,2602,São Francisco Pernambucano,False
2017,2605152,Dormentes,18692,2602,São Francisco Pernambucano,False
2018,2605152,Dormentes,18734,2602,São Francisco Pernambucano,False
2019,2605152,Dormentes,18908,2602,São Francisco Pernambucano,False
2020,2605152,Dormentes,19079,2602,São Francisco Pernambucano,False
2021,2605152,Dormentes,19246,2602,São Francisco Pernambucano,False
2022,2605152,Dormentes,18747,2602,São Francisco Pernambucano,True
2023,2605152,Dormentes,18248,2602,São Francisco Pernambucano,True
2024,2605152,Dormentes,17749,2602,São Francisco Pernambucano,False
2015,2605202,Escada,67381,2604,Mata Pernambucana,False
2016,2605202,Escada,67839,2604,Mata Pernambucana,False
2017,2605202,Escada,68281,2604,Mata Pernambucana,False
2018,2605202,Escada,68448,2604,Mata Pernambucana,False
2019,2605202,Escada,68875,2604,Mata Pernambucana,False
2020,2605202,Escada,69292,2604,Mata Pernambucana,False
2021,2605202,Escada,69701,2604,Mata Pernambucana,False
2022,2605202,Escada,67218,2604,Mata Pernambucana,True
2023,2605202,Escada,64735,2604,Mata Pernambucana,True
2024,2605202,Escada,62252,2604,Mata Pernambucana,False
2015,2605301,Exu,31928,2601,Sertão Pernambucano,False
2016,2605301,Exu,31858,2601,Sertão Pernambucano,False
2017,2605301,Exu,31790,2601,Sertão Pernambucano,False
2018,2605301,Exu,31885,2601,Sertão Pernambucano,False
2019,2605301,Exu,31825,2601,Sertão Pernambucano,False
2020,2605301,Exu,31766,2601,Sertão Pernambucano,False
2021,2605301,Exu,31709,2601,Sertão Pernambucano,False
2022,2605301,Exu,32285,2601,Sertão Pernambucano,True
2023,2605301,Exu,32860,2601,Sertão Pernambucano,True
2024,2605301,Exu,33436,2601,Sertão Pernambucano,False
2015,2605400,Feira Nova,21710,2603,Agreste Pernambucano,False
2016,2605400,Feira Nova,21836,2603,Agreste Pernambucano,False
2017,2605400,Feira Nova,21958,2603,Agreste Pernambucano,False
2018,2605400,Feira Nova,22013,2603,Agreste Pernambucano,False
2019,2605400,Feira Nova,22131,2603,Agreste Pernambucano,False
2020,2605400,Feira Nova,22247,2603,Agreste Pernambucano,False
2021,2605400,Feira Nova,22360,2603,Agreste Pernambucano,False
2022,2605400,Feira Nova,22296,2603,Agreste Pernambucano,True
2023,2605400,Feira Nova,22233,2603,Agreste Pernambucano,True
2024,2605400,Feira Nova,22169,2603,Agreste Pernambucano,False
2015,2605459,Fernando de Noronha,2930,2605,Metropolitana de Recife,False
2016,2605459,Fernando de Noronha,2974,2605,Metropolitana de Recife,False
2017,2605459,Fernando de Noronha,3016,2605,Metropolitana de Recife,False
2018,2605459,Fernando de Noronha,3021,2605,Metropolitana de Recife,False
2019,2605459,Fernando de Noronha,3061,2605,Metropolitana de Recife,False
2020,2605459,Fernando de Noronha,3101,2605,Metropolitana de Recife,False
2021,2605459,Fernando de Noronha,3140,2605,Metropolitana de Recife,False
2022,2605459,Fernando de Noronha,3199,2605,Metropolitana de Recife,True
2023,2605459,Fernando de Noronha,3257,2605,Metropolitana de Recife,True
2024,2605459,Fernando de Noronha,3316,2605,Metropolitana de Recife,False
2015,2605509,Ferreiros,11957,2604,Mata Pernambucana,False
2016,2605509,Ferreiros,12008,2604,Mata Pernambucana,False
2017,2605509,Ferreiros,12057,2604,Mata Pernambucana,False
2018,2605509,Ferreiros,14365,2604,Mata Pernambucana,False
2019,2605509,Ferreiros,12123,2604,Mata Pernambucana,False
2020,2605509,Ferreiros,12170,2604,Mata Pernambucana,False
2021,2605509,Ferreiros,12216,2604,Mata Pernambucana,False
2022,2605509,Ferreiros,13409,2604,Mata Pernambucana,True
2023,2605509,Ferreiros,14601,2604,Mata Pernambucana,True
2024,2605509,Ferreiros,15794,2604,Mata Pernambucana,False
2015,2605608,Flores,22588,2601,Sertão Pernambucano,False
2016,2605608,Flores,22577,2601,Sertão Pernambucano,False
2017,2605608,Flores,22567,2601,Sertão Pernambucano,False
2018,2605608,Flores,22631,2601,Sertão Pernambucano,False
2019,2605608,Flores,22624,2601,Sertão Pernambucano,False
2020,2605608,Flores,22618,2601,Sertão Pernambucano,False
2021,2605608,Flores,22612,2601,Sertão Pernambucano,False
2022,2605608,Flores,22020,2601,Sertão Pernambucano,True
2023,2605608,Flores,21427,2601,Sertão Pernambucano,True
2024,2605608,Flores,20835,2601,Sertão Pernambucano,False
2015,2605707,Floresta,31809,2602,São Francisco Pernambucano,False
2016,2605707,Floresta,32152,2602,São Francisco Pernambucano,False
2017,2605707,Floresta,32483,2602,São Francisco Pernambucano,False
2018,2605707,Floresta,32556,2602,São Francisco Pernambucano,False
2019,2605707,Floresta,32873,2602,São Francisco Pernambucano,False
2020,2605707,Floresta,33184,2602,São Francisco Pernambucano,False
2021,2605707,Floresta,33488,2602,São Francisco Pernambucano,False
2022,2605707,Floresta,32868,2602,São Francisco Pernambucano,True
2023,2605707,Floresta,32247,2602,São Francisco Pernambucano,True
2024,2605707,Floresta,31627,2602,São Francisco Pernambucano,False
2015,2605806,Frei Miguelinho,15137,2603,Agreste Pernambucano,False
2016,2605806,Frei Miguelinho,15234,2603,Agreste Pernambucano,False
2017,2605806,Frei Miguelinho,15328,2603,Agreste Pernambucano,False
2018,2605806,Frei Miguelinho,15366,2603,Agreste Pernambucano,False
2019,2605806,Frei Miguelinho,15457,2603,Agreste Pernambucano,False
2020,2605806,Frei Miguelinho,15546,2603,Agreste Pernambucano,False
2021,2605806,Frei Miguelinho,15633,2603,Agreste Pernambucano,False
2022,2605806,Frei Miguelinho,15112,2603,Agreste Pernambucano,True
2023,2605806,Frei Miguelinho,14591,2603,Agreste Pernambucano,True
2024,2605806,Frei Miguelinho,14070,2603,Agreste Pernambucano,False
2015,2605905,Gameleira,30132,2604,Mata Pernambucana,False
2016,2605905,Gameleira,30426,2604,Mata Pernambucana,False
2017,2605905,Gameleira,30709,2604,Mata Pernambucana,False
2018,2605905,Gameleira,30780,2604,Mata Pernambucana,False
2019,2605905,Gameleira,31052,2604,Mata Pernambucana,False
2020,2605905,Gameleira,31318,2604,Mata Pernambucana,False
2021,2605905,Gameleira,31578,2604,Mata Pernambucana,False
2022,2605905,Gameleira,27043,2604,Mata Pernambucana,True
2023,2605905,Gameleira,22508,2604,Mata Pernambucana,True
2024,2605905,Gameleira,17973,2604,Mata Pernambucana,False
2015,2606002,Garanhuns,136949,2603,Agreste Pernambucano,False
2016,2606002,Garanhuns,137810,2603,Agreste Pernambucano,False
