ano,codigo_ibge,municipio,populacao,mesorregiao_id,mesorregiao,pop_interpolada
2020,2610509,Passira,28894,2603,Agreste Pernambucano,False
2021,2610509,Passira,28856,2603,Agreste Pernambucano,False
2022,2610509,Passira,29144,2603,Agreste Pernambucano,True
2023,2610509,Passira,29431,2603,Agreste Pernambucano,True
2024,2610509,Passira,29719,2603,Agreste Pernambucano,False
2015,2610608,Paudalho,55028,2604,Mata Pernambucana,False
2016,2610608,Paudalho,55493,2604,Mata Pernambucana,False
2017,2610608,Paudalho,55942,2604,Mata Pernambucana,False
2018,2610608,Paudalho,56074,2604,Mata Pernambucana,False
2019,2610608,Paudalho,56506,2604,Mata Pernambucana,False
2020,2610608,Paudalho,56933,2604,Mata Pernambucana,False
2021,2610608,Paudalho,57346,2604,Mata Pernambucana,False
2022,2610608,Paudalho,58110,2604,Mata Pernambucana,True
2023,2610608,Paudalho,58874,2604,Mata Pernambucana,True
2024,2610608,Paudalho,59638,2604,Mata Pernambucana,False
2015,2610707,Paulista,322730,2605,Metropolitana de Recife,False
2016,2610707,Paulista,325590,2605,Metropolitana de Recife,False
2017,2610707,Paulista,328353,2605,Metropolitana de Recife,False
2018,2610707,Paulista,329117,2605,Metropolitana de Recife,False
2019,2610707,Paulista,331774,2605,Metropolitana de Recife,False
2020,2610707,Paulista,334376,2605,Metropolitana de Recife,False
2021,2610707,Paulista,336919,2605,Metropolitana de Recife,False
2022,2610707,Paulista,345599,2605,Metropolitana de Recife,True
2023,2610707,Paulista,354280,2605,Metropolitana de Recife,True
2024,2610707,Paulista,362960,2605,Metropolitana de Recife,False
2015,2610806,Pedra,22401,2603,Agreste Pernambucano,False
2016,2610806,Pedra,22455,2603,Agreste Pernambucano,False
2017,2610806,Pedra,22505,2603,Agreste Pernambucano,False
2018,2610806,Pedra,22566,2603,Agreste Pernambucano,False
2019,2610806,Pedra,22617,2603,Agreste Pernambucano,False
2020,2610806,Pedra,22668,2603,Agreste Pernambucano,False
2021,2610806,Pedra,22716,2603,Agreste Pernambucano,False
2022,2610806,Pedra,23012,2603,Agreste Pernambucano,True
2023,2610806,Pedra,23309,2603,Agreste Pernambucano,True
2024,2610806,Pedra,23605,2603,Agreste Pernambucano,False
2015,2610905,Pesqueira,66153,2603,Agreste Pernambucano,False
2016,2610905,Pesqueira,66524,2603,Agreste Pernambucano,False
2017,2610905,Pesqueira,66881,2603,Agreste Pernambucano,False
2018,2610905,Pesqueira,67047,2603,Agreste Pernambucano,False
2019,2610905,Pesqueira,67395,2603,Agreste Pernambucano,False
2020,2610905,Pesqueira,67735,2603,Agreste Pernambucano,False
2021,2610905,Pesqueira,68067,2603,Agreste Pernambucano,False
2022,2610905,Pesqueira,67181,2603,Agreste Pernambucano,True
2023,2610905,Pesqueira,66294,2603,Agreste Pernambucano,True
2024,2610905,Pesqueira,65408,2603,Agreste Pernambucano,False
2015,2611101,Petrolina,331951,2602,São Francisco Pernambucano,False
2016,2611101,Petrolina,337683,2602,São Francisco Pernambucano,False
2017,2611101,Petrolina,343219,2602,São Francisco Pernambucano,False
2018,2611101,Petrolina,343865,2602,São Francisco Pernambucano,False
2019,2611101,Petrolina,349145,2602,São Francisco Pernambucano,False
2020,2611101,Petrolina,354317,2602,São Francisco Pernambucano,False
2021,2611101,Petrolina,359372,2602,São Francisco Pernambucano,False
2022,2611101,Petrolina,377609,2602,São Francisco Pernambucano,True
2023,2611101,Petrolina,395846,2602,São Francisco Pernambucano,True
2024,2611101,Petrolina,414083,2602,São Francisco Pernambucano,False
2015,2611002,Petrolândia,35342,2602,São Francisco Pernambucano,False
2016,2611002,Petrolândia,35731,2602,São Francisco Pernambucano,False
2017,2611002,Petrolândia,36108,2602,São Francisco Pernambucano,False
2018,2611002,Petrolândia,36187,2602,São Francisco Pernambucano,False
2019,2611002,Petrolândia,36548,2602,São Francisco Pernambucano,False
2020,2611002,Petrolândia,36901,2602,São Francisco Pernambucano,False
2021,2611002,Petrolândia,37246,2602,São Francisco Pernambucano,False
2022,2611002,Petrolândia,36828,2602,São Francisco Pernambucano,True
2023,2611002,Petrolândia,36409,2602,São Francisco Pernambucano,True
2024,2611002,Petrolândia,35991,2602,São Francisco Pernambucano,False
2015,2611309,Pombos,26841,2604,Mata Pernambucana,False
2016,2611309,Pombos,26902,2604,Mata Pernambucana,False
2017,2611309,Pombos,26960,2604,Mata Pernambucana,False
2018,2611309,Pombos,27033,2604,Mata Pernambucana,False
2019,2611309,Pombos,27091,2604,Mata Pernambucana,False
2020,2611309,Pombos,27148,2604,Mata Pernambucana,False
2021,2611309,Pombos,27204,2604,Mata Pernambucana,False
2022,2611309,Pombos,27085,2604,Mata Pernambucana,True
2023,2611309,Pombos,26966,2604,Mata Pernambucana,True
2024,2611309,Pombos,26847,2604,Mata Pernambucana,False
2015,2611200,Poção,11265,2603,Agreste Pernambucano,False
2016,2611200,Poção,11266,2603,Agreste Pernambucano,False
2017,2611200,Poção,11268,2603,Agreste Pernambucano,False
2018,2611200,Poção,11299,2603,Agreste Pernambucano,False
2019,2611200,Poção,11302,2603,Agreste Pernambucano,False
2020,2611200,Poção,11305,2603,Agreste Pernambucano,False
2021,2611200,Poção,11308,2603,Agreste Pernambucano,False
2022,2611200,Poção,11140,2603,Agreste Pernambucano,True
2023,2611200,Poção,10973,2603,Agreste Pernambucano,True
2024,2611200,Poção,10805,2603,Agreste Pernambucano,False
2015,2611408,Primavera,14509,2604,Mata Pernambucana,False
2016,2611408,Primavera,14657,2604,Mata Pernambucana,False
2017,2611408,Primavera,14798,2604,Mata Pernambucana,False
2018,2611408,Primavera,14831,2604,Mata Pernambucana,False
2019,2611408,Primavera,14966,2604,Mata Pernambucana,False
2020,2611408,Primavera,15101,2604,Mata Pernambucana,False
2021,2611408,Primavera,15231,2604,Mata Pernambucana,False
2022,2611408,Primavera,14938,2604,Mata Pernambucana,True
2023,2611408,Primavera,14644,2604,Mata Pernambucana,True
2024,2611408,Primavera,14351,2604,Mata Pernambucana,False
2015,2611507,Quipapá,25536,2604,Mata Pernambucana,False
2016,2611507,Quipapá,25686,2604,Mata Pernambucana,False
2017,2611507,Quipapá,25831,2604,Mata Pernambucana,False
2018,2611507,Quipapá,25896,2604,Mata Pernambucana,False
2019,2611507,Quipapá,26037,2604,Mata Pernambucana,False
2020,2611507,Quipapá,26175,2604,Mata Pernambucana,False
2021,2611507,Quipapá,26309,2604,Mata Pernambucana,False
2022,2611507,Quipapá,23531,2604,Mata Pernambucana,True
2023,2611507,Quipapá,20752,2604,Mata Pernambucana,True
2024,2611507,Quipapá,17974,2604,Mata Pernambucana,False
2015,2611533,Quixaba,6823,2601,Sertão Pernambucano,False
2016,2611533,Quixaba,6812,2601,Sertão Pernambucano,False
2017,2611533,Quixaba,6802,2601,Sertão Pernambucano,False
2018,2611533,Quixaba,6822,2601,Sertão Pernambucano,False
2019,2611533,Quixaba,6813,2601,Sertão Pernambucano,False
2020,2611533,Quixaba,6805,2601,Sertão Pernambucano,False
2021,2611533,Quixaba,6796,2601,Sertão Pernambucano,False
2022,2611533,Quixaba,6782,2601,Sertão Pernambucano,True
2023,2611533,Quixaba,6769,2601,Sertão Pernambucano,True
2024,2611533,Quixaba,6755,2601,Sertão Pernambucano,False
2015,2611606,Recife,1617183,2605,Metropolitana de Recife,False
2016,2611606,Recife,1625583,2605,Metropolitana de Recife,False
2017,2611606,Recife,1633697,2605,Metropolitana de Recife,False
2018,2611606,Recife,1637834,2605,Metropolitana de Recife,False
2019,2611606,Recife,1645727,2605,Metropolitana de Recife,False
2020,2611606,Recife,1653461,2605,Metropolitana de Recife,False
2021,2611606,Recife,1661017,2605,Metropolitana de Recife,False
2022,2611606,Recife,1636580,2605,Metropolitana de Recife,True
2023,2611606,Recife,1612144,2605,Metropolitana de Recife,True
2024,2611606,Recife,1587707,2605,Metropolitana de Recife,False
2015,2611705,Riacho das Almas,20177,2603,Agreste Pernambucano,False
2016,2611705,Riacho das Almas,20286,2603,Agreste Pernambucano,False
2017,2611705,Riacho das Almas,20392,2603,Agreste Pernambucano,False
2018,2611705,Riacho das Almas,20443,2603,Agreste Pernambucano,False
2019,2611705,Riacho das Almas,20546,2603,Agreste Pernambucano,False
2020,2611705,Riacho das Almas,20646,2603,Agreste Pernambucano,False
2021,2611705,Riacho das Almas,20744,2603,Agreste Pernambucano,False
2022,2611705,Riacho das Almas,20966,2603,Agreste Pernambucano,True
2023,2611705,Riacho das Almas,21189,2603,Agreste Pernambucano,True
2024,2611705,Riacho das Almas,21411,2603,Agreste Pernambucano,False
2015,2611804,Ribeirão,46659,2604,Mata Pernambucana,False
2016,2611804,Ribeirão,46877,2604,Mata Pernambucana,False
2017,2611804,Ribeirão,47088,2604,Mata Pernambucana,False
2018,2611804,Ribeirão,47209,2604,Mata Pernambucana,False
2019,2611804,Ribeirão,47415,2604,Mata Pernambucana,False
2020,2611804,Ribeirão,47616,2604,Mata Pernambucana,False
2021,2611804,Ribeirão,47813,2604,Mata Pernambucana,False
2022,2611804,Ribeirão,43294,2604,Mata Pernambucana,True
2023,2611804,Ribeirão,38774,2604,Mata Pernambucana,True
2024,2611804,Ribeirão,34255,2604,Mata Pernambucana,False
2015,2611903,Rio Formoso,23181,2604,Mata Pernambucana,False
2016,2611903,Rio Formoso,23282,2604,Mata Pernambucana,False
2017,2611903,Rio Formoso,23379,2604,Mata Pernambucana,False
2018,2611903,Rio Formoso,23440,2604,Mata Pernambucana,False
2019,2611903,Rio Formoso,23535,2604,Mata Pernambucana,False
2020,2611903,Rio Formoso,23628,2604,Mata Pernambucana,False
2021,2611903,Rio Formoso,23719,2604,Mata Pernambucana,False
2022,2611903,Rio Formoso,22633,2604,Mata Pernambucana,True
2023,2611903,Rio Formoso,21546,2604,Mata Pernambucana,True
2024,2611903,Rio Formoso,20460,2604,Mata Pernambucana,False
2015,2612000,Sairé,10437,2603,Agreste Pernambucano,False
2016,2612000,Sairé,10247,2603,Agreste Pernambucano,False
2017,2612000,Sairé,10065,2603,Agreste Pernambucano,False
2018,2612000,Sairé,10103,2603,Agreste Pernambucano,False
2019,2612000,Sairé,9932,2603,Agreste Pernambucano,False
2020,2612000,Sairé,9764,2603,Agreste Pernambucano,False
2021,2612000,Sairé,9600,2603,Agreste Pernambucano,False
2022,2612000,Sairé,10139,2603,Agreste Pernambucano,True
2023,2612000,Sairé,10679,2603,Agreste Pernambucano,True
2024,2612000,Sairé,11218,2603,Agreste Pernambucano,False
2015,2612109,Salgadinho,10423,2603,Agreste Pernambucano,False
2016,2612109,Salgadinho,10588,2603,Agreste Pernambucano,False
2017,2612109,Salgadinho,10747,2603,Agreste Pernambucano,False
2018,2612109,Salgadinho,10768,2603,Agreste Pernambucano,False
2019,2612109,Salgadinho,10919,2603,Agreste Pernambucano,False
2020,2612109,Salgadinho,11068,2603,Agreste Pernambucano,False
2021,2612109,Salgadinho,11214,2603,Agreste Pernambucano,False
2022,2612109,Salgadinho,9349,2603,Agreste Pernambucano,True
2023,2612109,Salgadinho,7485,2603,Agreste Pernambucano,True
2024,2612109,Salgadinho,5620,2603,Agreste Pernambucano,False
2015,2612208,Salgueiro,59769,2601,Sertão Pernambucano,False
2016,2612208,Salgueiro,60117,2601,Sertão Pernambucano,False
2017,2612208,Salgueiro,60453,2601,Sertão Pernambucano,False
2018,2612208,Salgueiro,60604,2601,Sertão Pernambucano,False
2019,2612208,Salgueiro,60930,2601,Sertão Pernambucano,False
2020,2612208,Salgueiro,61249,2601,Sertão Pernambucano,False
2021,2612208,Salgueiro,61561,2601,Sertão Pernambucano,False
2022,2612208,Salgueiro,62919,2601,Sertão Pernambucano,True
2023,2612208,Salgueiro,64277,2601,Sertão Pernambucano,True
2024,2612208,Salgueiro,65635,2601,Sertão Pernambucano,False
2015,2612307,Saloá,15742,2603,Agreste Pernambucano,False
2016,2612307,Saloá,15761,2603,Agreste Pernambucano,False
2017,2612307,Saloá,15779,2603,Agreste Pernambucano,False
2018,2612307,Saloá,15823,2603,Agreste Pernambucano,False
2019,2612307,Saloá,15843,2603,Agreste Pernambucano,False
2020,2612307,Saloá,15862,2603,Agreste Pernambucano,False
2021,2612307,Saloá,15880,2603,Agreste Pernambucano,False
2022,2612307,Saloá,15311,2603,Agreste Pernambucano,True
2023,2612307,Saloá,14742,2603,Agreste Pernambucano,True
2024,2612307,Saloá,14173,2603,Agreste Pernambucano,False
2015,2612406,Sanharó,25047,2603,Agreste Pernambucano,False
2016,2612406,Sanharó,25521,2603,Agreste Pernambucano,False
2017,2612406,Sanharó,25979,2603,Agreste Pernambucano,False
2018,2612406,Sanharó,26026,2603,Agreste Pernambucano,False
2019,2612406,Sanharó,26462,2603,Agreste Pernambucano,False
2020,2612406,Sanharó,26890,2603,Agreste Pernambucano,False
2021,2612406,Sanharó,27308,2603,Agreste Pernambucano,False
2022,2612406,Sanharó,24516,2603,Agreste Pernambucano,True
2023,2612406,Sanharó,21725,2603,Agreste Pernambucano,True
2024,2612406,Sanharó,18933,2603,Agreste Pernambucano,False
2015,2612455,Santa Cruz,14857,2601,Sertão Pernambucano,False
2016,2612455,Santa Cruz,15032,2601,Sertão Pernambucano,False
2017,2612455,Santa Cruz,15202,2601,Sertão Pernambucano,False
2018,2612455,Santa Cruz,15236,2601,Sertão Pernambucano,False
2019,2612455,Santa Cruz,15398,2601,Sertão Pernambucano,False
2020,2612455,Santa Cruz,15558,2601,Sertão Pernambucano,False
2021,2612455,Santa Cruz,15713,2601,Sertão Pernambucano,False
2022,2612455,Santa Cruz,15249,2601,Sertão Pernambucano,True
2023,2612455,Santa Cruz,14784,2601,Sertão Pernambucano,True
2024,2612455,Santa Cruz,14320,2601,Sertão Pernambucano,False
2015,2612471,Santa Cruz da Baixa Verde,12375,2601,Sertão Pernambucano,False
2016,2612471,Santa Cruz da Baixa Verde,12439,2601,Sertão Pernambucano,False
2017,2612471,Santa Cruz da Baixa Verde,12501,2601,Sertão Pernambucano,False
2018,2612471,Santa Cruz da Baixa Verde,12531,2601,Sertão Pernambucano,False
2019,2612471,Santa Cruz da Baixa Verde,12592,2601,Sertão Pernambucano,False
2020,2612471,Santa Cruz da Baixa Verde,12650,2601,Sertão Pernambucano,False
2021,2612471,Santa Cruz da Baixa Verde,12708,2601,Sertão Pernambucano,False
2022,2612471,Santa Cruz da Baixa Verde,12450,2601,Sertão Pernambucano,True
2023,2612471,Santa Cruz da Baixa Verde,12191,2601,Sertão Pernambucano,True
2024,2612471,Santa Cruz da Baixa Verde,11933,2601,Sertão Pernambucano,False
2015,2612505,Santa Cruz do Capibaribe,101485,2603,Agreste Pernambucano,False
2016,2612505,Santa Cruz do Capibaribe,103660,2603,Agreste Pernambucano,False
2017,2612505,Santa Cruz do Capibaribe,105761,2603,Agreste Pernambucano,False
2018,2612505,Santa Cruz do Capibaribe,105936,2603,Agreste Pernambucano,False
2019,2612505,Santa Cruz do Capibaribe,107937,2603,Agreste Pernambucano,False
2020,2612505,Santa Cruz do Capibaribe,109897,2603,Agreste Pernambucano,False
2021,2612505,Santa Cruz do Capibaribe,111812,2603,Agreste Pernambucano,False
2022,2612505,Santa Cruz do Capibaribe,109300,2603,Agreste Pernambucano,True
2023,2612505,Santa Cruz do Capibaribe,106789,2603,Agreste Pernambucano,True
2024,2612505,Santa Cruz do Capibaribe,104277,2603,Agreste Pernambucano,False
2015,2612554,Santa Filomena,14172,2601,Sertão Pernambucano,False
2016,2612554,Santa Filomena,14265,2601,Sertão Pernambucano,False
2017,2612554,Santa Filomena,14355,2601,Sertão Pernambucano,False
2018,2612554,Santa Filomena,14390,2601,Sertão Pernambucano,False
2019,2612554,Santa Filomena,14477,2601,Sertão Pernambucano,False
2020,2612554,Santa Filomena,14562,2601,Sertão Pernambucano,False
2021,2612554,Santa Filomena,14645,2601,Sertão Pernambucano,False
2022,2612554,Santa Filomena,13897,2601,Sertão Pernambucano,True
2023,2612554,Santa Filomena,13150,2601,Sertão Pernambucano,True
2024,2612554,Santa Filomena,12402,2601,Sertão Pernambucano,False
2015,2612604,Santa Maria da Boa Vista,41293,2602,São Francisco Pernambucano,False
2016,2612604,Santa Maria da Boa Vista,41475,2602,São Francisco Pernambucano,False
2017,2612604,Santa Maria da Boa Vista,41652,2602,São Francisco Pernambucano,False
2018,2612604,Santa Maria da Boa Vista,41759,2602,São Francisco Pernambucano,False
2019,2612604,Santa Maria da Boa Vista,41931,2602,São Francisco Pernambucano,False
2020,2612604,Santa Maria da Boa Vista,42100,2602,São Francisco Pernambucano,False
2021,2612604,Santa Maria da Boa Vista,42266,2602,São Francisco Pernambucano,False
2022,2612604,Santa Maria da Boa Vista,42405,2602,São Francisco Pernambucano,True
2023,2612604,Santa Maria da Boa Vista,42543,2602,São Francisco Pernambucano,True
2024,2612604,Santa Maria da Boa Vista,42682,2602,São Francisco Pernambucano,False
2015,2612703,Santa Maria do Cambucá,13826,2603,Agreste Pernambucano,False
2016,2612703,Santa Maria do Cambucá,13921,2603,Agreste Pernambucano,False
2017,2612703,Santa Maria do Cambucá,14013,2603,Agreste Pernambucano,False
2018,2612703,Santa Maria do Cambucá,14048,2603,Agreste Pernambucano,False
2019,2612703,Santa Maria do Cambucá,14137,2603,Agreste Pernambucano,False
2020,2612703,Santa Maria do Cambucá,14223,2603,Agreste Pernambucano,False
2021,2612703,Santa Maria do Cambucá,14308,2603,Agreste Pernambucano,False
2022,2612703,Santa Maria do Cambucá,14383,2603,Agreste Pernambucano,True
2023,2612703,Santa Maria do Cambucá,14458,2603,Agreste Pernambucano,True
2024,2612703,Santa Maria do Cambucá,14533,2603,Agreste Pernambucano,False
2015,2612802,Santa Terezinha,11627,2601,Sertão Pernambucano,False
2016,2612802,Santa Terezinha,11682,2601,Sertão Pernambucano,False
2017,2612802,Santa Terezinha,11734,2601,Sertão Pernambucano,False
2018,2612802,Santa Terezinha,11764,2601,Sertão Pernambucano,False
2019,2612802,Santa Terezinha,11815,2601,Sertão Pernambucano,False
2020,2612802,Santa Terezinha,11865,2601,Sertão Pernambucano,False
2021,2612802,Santa Terezinha,11914,2601,Sertão Pernambucano,False
2022,2612802,Santa Terezinha,11447,2601,Sertão Pernambucano,True
2023,2612802,Santa Terezinha,10980,2601,Sertão Pernambucano,True
2024,2612802,Santa Terezinha,10513,2601,Sertão Pernambucano,False
2015,2613909,Serra Talhada,84352,2601,Sertão Pernambucano,False
2016,2613909,Serra Talhada,84970,2601,Sertão Pernambucano,False
2017,2613909,Serra Talhada,85568,2601,Sertão Pernambucano,False
2018,2613909,Serra Talhada,85774,2601,Sertão Pernambucano,False
2019,2613909,Serra Talhada,86350,2601,Sertão Pernambucano,False
2020,2613909,Serra Talhada,86915,2601,Sertão Pernambucano,False
2021,2613909,Serra Talhada,87467,2601,Sertão Pernambucano,False
2022,2613909,Serra Talhada,91026,2601,Sertão Pernambucano,True
2023,2613909,Serra Talhada,94584,2601,Sertão Pernambucano,True
2024,2613909,Serra Talhada,98143,2601,Sertão Pernambucano,False
2015,2614006,Serrita,19017,2601,Sertão Pernambucano,False
2016,2614006,Serrita,19049,2601,Sertão Pernambucano,False
2017,2614006,Serrita,19080,2601,Sertão Pernambucano,False
2018,2614006,Serrita,19133,2601,Sertão Pernambucano,False
2019,2614006,Serrita,19165,2601,Sertão Pernambucano,False
2020,2614006,Serrita,19196,2601,Sertão Pernambucano,False
2021,2614006,Serrita,19226,2601,Sertão Pernambucano,False
2022,2614006,Serrita,19070,2601,Sertão Pernambucano,True
2023,2614006,Serrita,18915,2601,Sertão Pernambucano,True
2024,2614006,Serrita,18759,2601,Sertão Pernambucano,False
2015,2614105,Sertânia,35367,2601,Sertão Pernambucano,False
2016,2614105,Sertânia,35521,2601,Sertão Pernambucano,False
2017,2614105,Sertânia,35670,2601,Sertão Pernambucano,False
2018,2614105,Sertânia,35761,2601,Sertão Pernambucano,False
2019,2614105,Sertânia,35907,2601,Sertão Pernambucano,False
2020,2614105,Sertânia,36050,2601,Sertão Pernambucano,False
2021,2614105,Sertânia,36189,2601,Sertão Pernambucano,False
2022,2614105,Sertânia,35549,2601,Sertão Pernambucano,True
2023,2614105,Sertânia,34909,2601,Sertão Pernambucano,True
2024,2614105,Sertânia,34269,2601,Sertão Pernambucano,False
2015,2614204,Sirinhaém,44187,2604,Mata Pernambucana,False
2016,2614204,Sirinhaém,44734,2604,Mata Pernambucana,False
2017,2614204,Sirinhaém,45263,2604,Mata Pernambucana,False
2018,2614204,Sirinhaém,45359,2604,Mata Pernambucana,False
2019,2614204,Sirinhaém,45865,2604,Mata Pernambucana,False
2020,2614204,Sirinhaém,46361,2604,Mata Pernambucana,False
2021,2614204,Sirinhaém,46845,2604,Mata Pernambucana,False
2022,2614204,Sirinhaém,44308,2604,Mata Pernambucana,True
2023,2614204,Sirinhaém,41770,2604,Mata Pernambucana,True
2024,2614204,Sirinhaém,39233,2604,Mata Pernambucana,False
2015,2614402,Solidão,5949,2601,Sertão Pernambucano,False
2016,2614402,Solidão,5964,2601,Sertão Pernambucano,False
2017,2614402,Solidão,5978,2601,Sertão Pernambucano,False
2018,2614402,Solidão,5993,2601,Sertão Pernambucano,False
2019,2614402,Solidão,6007,2601,Sertão Pernambucano,False
2020,2614402,Solidão,6021,2601,Sertão Pernambucano,False
2021,2614402,Solidão,6034,2601,Sertão Pernambucano,False
2022,2614402,Solidão,5824,2601,Sertão Pernambucano,True
2023,2614402,Solidão,5613,2601,Sertão Pernambucano,True
2024,2614402,Solidão,5403,2601,Sertão Pernambucano,False
2015,2614501,Surubim,63166,2603,Agreste Pernambucano,False
2016,2614501,Surubim,63780,2603,Agreste Pernambucano,False
2017,2614501,Surubim,64373,2603,Agreste Pernambucano,False
2018,2614501,Surubim,64520,2603,Agreste Pernambucano,False
2019,2614501,Surubim,65089,2603,Agreste Pernambucano,False
2020,2614501,Surubim,65647,2603,Agreste Pernambucano,False
2021,2614501,Surubim,66192,2603,Agreste Pernambucano,False
2022,2614501,Surubim,66633,2603,Agreste Pernambucano,True
2023,2614501,Surubim,67074,2603,Agreste Pernambucano,True
2024,2614501,Surubim,67515,2603,Agreste Pernambucano,False
2015,2612901,São Benedito do Sul,15305,2604,Mata Pernambucana,False
2016,2612901,São Benedito do Sul,15497,2604,Mata Pernambucana,False
2017,2612901,São Benedito do Sul,15683,2604,Mata Pernambucana,False
2018,2612901,São Benedito do Sul,15717,2604,Mata Pernambucana,False
2019,2612901,São Benedito do Sul,15895,2604,Mata Pernambucana,False
2020,2612901,São Benedito do Sul,16069,2604,Mata Pernambucana,False
2021,2612901,São Benedito do Sul,16239,2604,Mata Pernambucana,False
2022,2612901,São Benedito do Sul,15319,2604,Mata Pernambucana,True
2023,2612901,São Benedito do Sul,14399,2604,Mata Pernambucana,True
2024,2612901,São Benedito do Sul,13479,2604,Mata Pernambucana,False
2015,2613008,São Bento do Una,57659,2603,Agreste Pernambucano,False
2016,2613008,São Bento do Una,58251,2603,Agreste Pernambucano,False
2017,2613008,São Bento do Una,58824,2603,Agreste Pernambucano,False
2018,2613008,São Bento do Una,58956,2603,Agreste Pernambucano,False
2019,2613008,São Bento do Una,59504,2603,Agreste Pernambucano,False
2020,2613008,São Bento do Una,60042,2603,Agreste Pernambucano,False
2021,2613008,São Bento do Una,60567,2603,Agreste Pernambucano,False
2022,2613008,São Bento do Una,57466,2603,Agreste Pernambucano,True
2023,2613008,São Bento do Una,54365,2603,Agreste Pernambucano,True
2024,2613008,São Bento do Una,51264,2603,Agreste Pernambucano,False
2015,2613107,São Caitano,36763,2603,Agreste Pernambucano,False
2016,2613107,São Caitano,36895,2603,Agreste Pernambucano,False
2017,2613107,São Caitano,37023,2603,Agreste Pernambucano,False
2018,2613107,São Caitano,37119,2603,Agreste Pernambucano,False
2019,2613107,São Caitano,37245,2603,Agreste Pernambucano,False
2020,2613107,São Caitano,37368,2603,Agreste Pernambucano,False
2021,2613107,São Caitano,37488,2603,Agreste Pernambucano,False
2022,2613107,São Caitano,38031,2603,Agreste Pernambucano,True
2023,2613107,São Caitano,38574,2603,Agreste Pernambucano,True
2024,2613107,São Caitano,39117,2603,Agreste Pernambucano,False
2015,2613305,São Joaquim do Monte,21171,2603,Agreste Pernambucano,False
2016,2613305,São Joaquim do Monte,21215,2603,Agreste Pernambucano,False
2017,2613305,São Joaquim do Monte,21257,2603,Agreste Pernambucano,False
2018,2613305,São Joaquim do Monte,21314,2603,Agreste Pernambucano,False
2019,2613305,São Joaquim do Monte,21356,2603,Agreste Pernambucano,False
2020,2613305,São Joaquim do Monte,21398,2603,Agreste Pernambucano,False
2021,2613305,São Joaquim do Monte,21439,2603,Agreste Pernambucano,False
2022,2613305,São Joaquim do Monte,21106,2603,Agreste Pernambucano,True
2023,2613305,São Joaquim do Monte,20773,2603,Agreste Pernambucano,True
2024,2613305,São Joaquim do Monte,20440,2603,Agreste Pernambucano,False
2015,2613404,São José da Coroa Grande,20335,2604,Mata Pernambucana,False
2016,2613404,São José da Coroa Grande,20654,2604,Mata Pernambucana,False
2017,2613404,São José da Coroa Grande,20963,2604,Mata Pernambucana,False
2018,2613404,São José da Coroa Grande,21004,2604,Mata Pernambucana,False
2019,2613404,São José da Coroa Grande,21298,2604,Mata Pernambucana,False
2020,2613404,São José da Coroa Grande,21586,2604,Mata Pernambucana,False
2021,2613404,São José da Coroa Grande,21868,2604,Mata Pernambucana,False
2022,2613404,São José da Coroa Grande,21068,2604,Mata Pernambucana,True
2023,2613404,São José da Coroa Grande,20268,2604,Mata Pernambucana,True
2024,2613404,São José da Coroa Grande,19468,2604,Mata Pernambucana,False
2015,2613503,São José do Belmonte,33677,2601,Sertão Pernambucano,False
2016,2613503,São José do Belmonte,33742,2601,Sertão Pernambucano,False
2017,2613503,São José do Belmonte,33804,2601,Sertão Pernambucano,False
2018,2613503,São José do Belmonte,33895,2601,Sertão Pernambucano,False
2019,2613503,São José do Belmonte,33959,2601,Sertão Pernambucano,False
2020,2613503,São José do Belmonte,34021,2601,Sertão Pernambucano,False
2021,2613503,São José do Belmonte,34082,2601,Sertão Pernambucano,False
2022,2613503,São José do Belmonte,34972,2601,Sertão Pernambucano,True
2023,2613503,São José do Belmonte,35862,2601,Sertão Pernambucano,True
2024,2613503,São José do Belmonte,36752,2601,Sertão Pernambucano,False
2015,2613602,São José do Egito,33365,2601,Sertão Pernambucano,False
2016,2613602,São José do Egito,33537,2601,Sertão Pernambucano,False
2017,2613602,São José do Egito,33704,2601,Sertão Pernambucano,False
2018,2613602,São José do Egito,33789,2601,Sertão Pernambucano,False
2019,2613602,São José do Egito,33951,2601,Sertão Pernambucano,False
2020,2613602,São José do Egito,34056,2601,Sertão Pernambucano,False
2021,2613602,São José do Egito,34210,2601,Sertão Pernambucano,False
2022,2613602,São José do Egito,33637,2601,Sertão Pernambucano,True
2023,2613602,São José do Egito,33064,2601,Sertão Pernambucano,True
2024,2613602,São José do Egito,32491,2601,Sertão Pernambucano,False
2015,2613206,São João,22403,2603,Agreste Pernambucano,False
2016,2613206,São João,22518,2603,Agreste Pernambucano,False
2017,2613206,São João,22628,2603,Agreste Pernambucano,False
2018,2613206,São João,22686,2603,Agreste Pernambucano,False
2019,2613206,São João,22793,2603,Agreste Pernambucano,False
2020,2613206,São João,22899,2603,Agreste Pernambucano,False
2021,2613206,São João,23002,2603,Agreste Pernambucano,False
2022,2613206,São João,23592,2603,Agreste Pernambucano,True
2023,2613206,São João,24182,2603,Agreste Pernambucano,True
2024,2613206,São João,24772,2603,Agreste Pernambucano,False
2015,2613701,São Lourenço da Mata,110264,2605,Metropolitana de Recife,False
2016,2613701,São Lourenço da Mata,111197,2605,Metropolitana de Recife,False
2017,2613701,São Lourenço da Mata,112099,2605,Metropolitana de Recife,False
